Mme;GAYEL;Camille;19/05/1984;10 Rue Baudelaire, Villeurbanne;428007020;cgayel5170@free.fr
M.;GAMAZ HERNENDEZ;Antoine;24/05/1993;13 Rue George Sand, Villeurbanne;260543745;antoine.gamaz-hernendez@hotmail.com
M.;JELY;S?bastien;12/01/1991;16 Boulevard Niels Bohr, Villeurbanne;288498098;sjely9488@outlook.com
Mme;BOIUVAAS;Saskia;14/02/1992;7 Rue Ernest Renan, Villeurbanne;355885411;saskia.boiuvaas@free.fr
M.;DUFFY-CIISSORD;Franco;05/09/1996;7 Rue Pelisson, Villeurbanne;930818759;fduffy-ciissord@yahoo.com
M.;FRAPAN;Thomas;07/07/1986;8 Rue Charles Montaland, Villeurbanne;553989230;tfrapan4114@free.fr
M.;HOLGERT;Yoann;22/03/1992;9 Boulevard de la Bataille de Stalingrad, Villeurbanne;583381026;yholgert4839@outlook.com
M.;BAURGIOOS;Rafael;25/03/1985;9 Rue Branly, Villeurbanne;535249412;rafael.baurgioos@hotmail.com
M.;GORVEIS;Vianney;03/05/1995;1 Rue Eugene Fourniere, Villeurbanne;271988194;vgorveis1260@outlook.com
M.;BLIT ROUX;Thomas;27/03/1985;4 All?e Henri Georges Clouzot, Villeurbanne;447789852;thomas.blit-roux@gmail.com
M.;CALERI CORTES;Chen;28/10/1970;2 All?e Louis Pergaud, Villeurbanne;837530918;ccalericortes6619@outlook.com
M.;CHIBAH;Pierre-Henri;14/06/1987;15 Rue Berthelot, Villeurbanne;295682848;pierre-henri.chibah@yahoo.com
M.;CHAUSSAERE;Dana;17/04/1996;18 Rue Louis Teillon, Villeurbanne;944045216;dana.chaussaere@gmail.com
M.;FILCH;Julien;09/03/1978;17 Rue du Dr Pierre Fleury Papillon, Villeurbanne;272772252;julien.filch@outlook.com
M.;NGUYAN;Meng;21/10/1979;12 Rue L?on Piat, Villeurbanne;807440244;mnguyan2059@outlook.com
M.;ILBA;Jose;23/08/1993;3 All?e Louis Pergaud, Villeurbanne;406836368;jilba@hotmail.com
M.;DEKEW;Samuel;18/04/1984;14 Rue Lafontaine, Villeurbanne;713200950;sdekew4845@yahoo.com
M.;DEEZ MILLAN;Eduardo;01/04/1993;8 Avenue Roger Salengro, Villeurbanne;240220484;edeezmillan@laposte.net
M.;HIUELLON;Juan Felix;30/11/1997;18 Impasse Chevreul, Villeurbanne;189275148;juan-felix.hiuellon@free.fr
M.;BARGHENI;Lionel;17/03/1986;6 Rue des Muriers, Villeurbanne;656816294;lionel.bargheni@free.fr
M.;THEUVANON-JENNER;Gwena?l;07/10/1983;2 Rue Leo Lagrange, Villeurbanne;682832325;gwenael.theuvanon-jenner@outlook.com
Mme;ROUVEIRE;Yaelle;16/10/1986;16 Rue Ren? Prolongee, Villeurbanne;722193930;yaelle.rouveire@outlook.com
M.;OGARWAL;Alexandru;07/07/1991;2 Rue Fr?d?ric Fays, Villeurbanne;456231397;aogarwal@outlook.com
Mme;VOLLENUOVA ZACARIAS;Ainhoa;08/05/1987;18 Rue Paret, Villeurbanne;859181663;ainhoa.vollenuova-zacarias@free.fr
M.;AUGUSTAN;Fr?d?ric;26/08/1993;11 Rue Bernard Lecache, Villeurbanne;849969775;faugustan3695@outlook.com
M.;DEAN;Fabio;11/07/1995;15 Rue Fr?d?ric Fays, Villeurbanne;872512646;fabio.dean@outlook.com
M.;BIAGNO;Mathis;04/04/1989;12 Rue Bonnet, Villeurbanne;331780874;mbiagno4065@laposte.net
M.;MADREE;Maximilian;05/05/1979;8 Avenue Piaton, Villeurbanne;728220252;maximilian.madree@free.fr
Mme;SIDRY;Flavia;05/11/1991;18 Rue du Cimeti?re, Villeurbanne;561582103;fsidry6460@hotmail.com
M.;HUING;Paul;21/10/1994;5 Rue Max Linder, Villeurbanne;873369755;paul.huing@free.fr
M.;ISCINDELL;Quentin;17/04/1974;20 Rue Montgolfier, Villeurbanne;159696393;qiscindell4962@hotmail.com
M.;SIJILMISSI;Thibaut;28/01/1995;18 Rue Charles Montaland, Villeurbanne;143413882;thibaut.sijilmissi@laposte.net
M.;DURINTAN;Youssef;20/04/1997;9 Rue Jean Voillot, Villeurbanne;833767742;ydurintan4548@yahoo.com
Mme;LIHMAM BONNANI;Elisa;13/09/1994;14 Rue Berthelot, Villeurbanne;206582557;elisa.lihmam-bonnani@yahoo.com
M.;DREAI;Andres Eugenio;23/04/1995;13 Rue Mauvert, Villeurbanne;388086325;andres-eugenio.dreai@gmail.com
M.;CRIUX;Lyes;06/01/1993;7 Impasse du Boucheret, Villeurbanne;394836966;lcriux2062@hotmail.com
M.;KERAMNES;Romain;10/01/1978;11 Rue Pierre Larousse, Villeurbanne;723696339;rkeramnes7888@yahoo.com
M.;VORY;Quentin;04/10/1973;13 Place Jules Grandclement, Villeurbanne;392492772;qvory5639@laposte.net
Mme;TO;Yixin;30/04/1994;9 Place de la Paix, Villeurbanne;388239624;yto@hotmail.com
M.;NAGUEIRI DE SOUZA;Mathias;20/02/1992;7 Rue Bonnet, Villeurbanne;931360527;mnagueiridesouza@gmail.com
M.;HERNENDEZ;Gr?gory;29/09/1988;11 Rue Marguerite, Villeurbanne;756438609;ghernendez@yahoo.com
Mme;MORON;Oana-Maria;13/11/1987;3 Impasse Fran?ois Chanteur, Villeurbanne;790561609;oana-maria.moron@outlook.com
M.;BABARAER;Rapha?l;30/11/1983;9 Impasse des Antonins, Villeurbanne;862614921;rbabaraer@outlook.com
M.;GUOGUEN;Richard;15/12/1970;6 Rue de l'Union, Villeurbanne;262090059;rguoguen@hotmail.com
M.;VERY;Johann;30/10/1995;6 Place Albert Thomas, Villeurbanne;560527019;jvery112@outlook.com
M.;ASCEUTE;Nicolas;17/08/1987;17 Rue de Fontanieres, Villeurbanne;931763010;nasceute@gmail.com
M.;DOVED;St?phane;13/12/1982;1 Rue Pierre Cacard, Villeurbanne;152947597;stephane.doved@outlook.com
M.;BLECH;Beno?t;19/11/1976;10 Rue des Fleurs, Villeurbanne;399031794;bblech7507@free.fr
M.;TIAXEIRA DA CUNHA JUNIER;Marouane;30/01/1995;18 Rue de la Fraternite, Villeurbanne;961652444;mtiaxeiradacunhajunier5110@free.fr
M.;BRIVET;R?mi;08/03/1997;3 Petite Rue de la Rize, Villeurbanne;720517002;remi.brivet@hotmail.com
M.;INADAA PONAFFI;Damien;04/12/1997;17 Rue de Bruxelles, Villeurbanne;176507917;damien.inadaa-ponaffi@laposte.net
Mme;DESHOYES;Tracey;26/10/1984;9 Place Paul Strauss, Villeurbanne;270003003;tdeshoyes4046@yahoo.com
M.;ZONTEDESCHI;Guillaume;07/02/1989;5 Impasse Martin, Villeurbanne;857708855;guillaume.zontedeschi@yahoo.com
M.;CHOS;Nicolas;31/10/1992;9 Rue des Acacias, Villeurbanne;872632641;nchos6250@outlook.com
M.;ADI ABDALLAH OUMBAROK;Julien;10/09/1983;18 Rue Louis Guerin, Villeurbanne;400773382;julien.adi-abdallah-oumbarok@outlook.com
M.;BETTAL;Thiago;01/08/1983;9 Rue Ch?teau Gaillard, Villeurbanne;880909800;thiago.bettal@laposte.net
M.;DOSSOU-GBATE;Emmanuel;21/01/1991;8 Rue de la Convention, Villeurbanne;802562476;emmanuel.dossou-gbate@free.fr
M.;LOURONT;S?bastien;31/10/1989;1 Rue Hippolyte Kahn, Villeurbanne;705816871;sebastien.louront@yahoo.com
M.;JIAN;S?bastien;08/02/1988;2 Rue Marcel Dutartre, Villeurbanne;395730422;sjian@outlook.com
M.;ZOBONGE;Rafael Armando;15/03/1989;14 Rue Jean Claude Vivant, Villeurbanne;257054651;rzobonge8769@laposte.net
Mme;MENETTO;Catalin;17/05/1973;14 Rue de l'Union, Villeurbanne;964474543;cmenetto1960@gmail.com
Mme;DEVELLE;Servane;24/05/1992;3 All?e Athena, Villeurbanne;829249483;servane.develle@outlook.com
M.;IGUIL FORRER;Guillaume;17/03/1992;12 Avenue du Commandant l'Herminier, Villeurbanne;810286833;guillaume.iguil-forrer@free.fr
M.;ZIHLAKE;Nicolas;18/02/1987;12 Rue Joseph Gillet, Villeurbanne;508618538;nicolas.zihlake@outlook.com
Mme;IGARWAL;Manon;03/07/1973;19 Avenue Marcel Cerdan, Villeurbanne;871922334;manon.igarwal@laposte.net
M.;SENCHIZ;Marc;14/11/1996;14 Rue Mansard, Villeurbanne;938101703;msenchiz1104@laposte.net
M.;TIMAILLON;Dan;04/06/1997;15 Rue Philippe Verzier, Villeurbanne;551035127;dan.timaillon@outlook.com
M.;CIMOTS;Lucas;30/01/1970;16 Rue du Foyer, Villeurbanne;905584011;lucas.cimots@gmail.com
M.;CHAS;Chongguang;19/07/1994;11 Rue Louis Braille, Villeurbanne;661727682;cchas9019@outlook.com
M.;LAZONO ROMERO;Radouan;12/10/1996;15 Rue Alfred Brinon, Villeurbanne;310541825;radouan.lazono-romero@yahoo.com
M.;CLIMENT;J?r?my;21/06/1996;19 Rue Louis Goux, Villeurbanne;896616491;jeremy.climent@hotmail.com
M.;DALHOMME;Ali;10/12/1983;15 Impasse Amblard, Villeurbanne;496365932;adalhomme1395@outlook.com
M.;FAVRO;Samuel;15/03/1989;12 Rue L?on Blum, Villeurbanne;642049305;sfavro@free.fr
M.;BLOCHI;Hicham;04/01/1987;1 Rue Lancon, Villeurbanne;146451069;hicham.blochi@laposte.net
Mme;DO MORI MARTEN;Souad;03/02/1976;17 Rue Jean Ottavi, Villeurbanne;535729621;souad.do-mori-marten@gmail.com
M.;BOSKURT;Xavier;17/08/1995;19 Rue Edison, Villeurbanne;833990833;xboskurt@yahoo.com
M.;GATTIRO;Vitor Paulo;28/06/1981;17 Rue Dedieu, Villeurbanne;942191942;vitor-paulo.gattiro@hotmail.com
M.;FOURA;St?phane;22/05/1991;16 Rue ?mile Duniere, Villeurbanne;543158561;sfoura1322@laposte.net
M.;STARRS;Jean;19/06/1995;16 Rue Paul Gojon, Villeurbanne;472668490;jean.starrs@outlook.com
M.;HOLLE;Benjamin;17/12/1991;2 Rue de l'Espoir, Villeurbanne;954234114;benjamin.holle@gmail.com
M.;ZHU;Fabien;12/06/1978;14 Rue de Verdun, Villeurbanne;181849564;fabien.zhu@laposte.net
M.;FARIST;Alexis;10/11/1978;7 Rue L?on Fabre, Villeurbanne;753048493;alexis.farist@outlook.com
M.;BLENCHARD;Lambert;22/01/1986;18 Cours Docteur Jean Damidot, Villeurbanne;188182929;lblenchard7206@gmail.com
M.;REPLUMEZ;Sylvain;06/09/1984;14 Rue Colin, Villeurbanne;684231858;sylvain.replumez@free.fr
M.;MIENE;Philipp;30/08/1993;1 Impasse Metral, Villeurbanne;963476700;philipp.miene@hotmail.com
M.;RIYNIUD;Martin;11/06/1976;15 Rue Clos Poncet, Villeurbanne;183766588;mriyniud9456@free.fr
M.;JICQUET;Emiliano;19/05/1977;11 Rue Sully Prudhomme, Villeurbanne;409541672;emiliano.jicquet@hotmail.com
Mme;SAORFOCK;Myriam;21/01/1987;9 Impasse des Glycines, Villeurbanne;534766147;msaorfock1741@gmail.com
Mme;ZAMERA CRESOSTOMO;Yunjie;24/08/1995;16 All?e Marcel Doret, Villeurbanne;758052382;yunjie.zamera-cresostomo@outlook.com
M.;EISSA;Mehdi;25/03/1985;3 Rue Edison, Villeurbanne;580114700;mehdi.eissa@yahoo.com
M.;MIHAJAN;Adrian;20/03/1990;8 Rue Jean Zuber, Villeurbanne;170364126;adrian.mihajan@outlook.com
M.;GROSAAVA;Kilian;09/04/1986;8 Rue Berthelot, Villeurbanne;420148686;kilian.grosaava@outlook.com
Mme;BRADIAR;Silvia;06/06/1990;12 Rue Clement Michut, Villeurbanne;261602886;silvia.bradiar@free.fr
M.;MIREN;Johann;29/12/1973;14 Rue Valentin Hauy, Villeurbanne;870393985;johann.miren@gmail.com
M.;DENACI;Yu Kan;25/12/1986;11 Rue Lakanal, Villeurbanne;510363475;yu-kan.denaci@hotmail.com
M.;FOVRAAUX;Zhifan;03/12/1995;14 Rue Chambfort, Villeurbanne;861104789;zfovraaux4676@yahoo.com
M.;RITILIO;Yvon Patrick;23/12/1987;1 Avenue Salvador Allende, Villeurbanne;686468605;yritilio3830@yahoo.com
M.;BANTIKOUS;Anh-To?n;19/07/1992;18 Rue Richelieu, Villeurbanne;243307255;anh-toan.bantikous@yahoo.com
Mme;LOANG;Yi;19/02/1990;3 Impasse des Glycines, Villeurbanne;462966893;yloang4636@hotmail.com
M.;MEE;Mathieu;30/04/1994;19 Rue Louis Becker, Villeurbanne;430438518;mathieu.mee@laposte.net
Mme;CHARLOT;Val?rie;25/03/1970;20 Avenue Monin, Villeurbanne;262705507;valerie.charlot@yahoo.com
M.;SENOPAYIN;Nicolas;08/04/1987;10 Rue Etienne Gagnaire, Villeurbanne;788091695;nsenopayin6186@yahoo.com
M.;INDRADO SELVA;Matteo;20/09/1990;5 Avenue de Bel Air, Villeurbanne;150527394;matteo.indrado-selva@outlook.com
Mme;DA SELVA SERAPIAA;Julie;20/07/1990;8 Rue Hippolyte Kahn, Villeurbanne;971188782;jdaselvaserapiaa@gmail.com
M.;GEMEZ HERNENDEZ;Micha?l;04/06/1972;20 Rue des Roses, Villeurbanne;408425872;michael.gemez-hernendez@laposte.net
M.;DINIEUD;Hoang Son;09/11/1993;14 Rue Philippe Verzier, Villeurbanne;610503985;hoang-son.dinieud@hotmail.com
M.;FANTEN;C?dric;12/06/1992;12 Rue Jean Bertin, Villeurbanne;122897771;cfanten9224@yahoo.com
Mme;HEUSTANT;Iulia-Margareta;26/02/1984;20 Rue Jean Jaur?s, Villeurbanne;672188486;iheustant@gmail.com
M.;DOMONGUAS;Salim;07/02/1987;16 Avenue Antoine Dutrievoz, Villeurbanne;902507762;salim.domonguas@hotmail.com
M.;BANTREI;Stuart;14/04/1986;16 Rue Tranquille, Villeurbanne;359612265;stuart.bantrei@gmail.com
M.;SINIPAYON;Mohammed Oussama;28/07/1986;15 Rue du Caporal Morange, Villeurbanne;673640811;msinipayon2394@yahoo.com
M.;TRIVINI;Karim;05/10/1996;8 Place Wilson, Villeurbanne;502689856;karim.trivini@hotmail.com
M.;MELLADA QUONTANA;Louis-Jean;31/10/1991;16 Rue de la Prairie, Villeurbanne;304333735;louis-jean.mellada-quontana@outlook.com
M.;BURGIS HARRERE;Vincent;26/04/1973;16 Rue Jean Ottavi, Villeurbanne;427316387;vburgisharrere6760@outlook.com
Mme;EMAYAL;Julie;11/11/1991;18 All?e des Enfants, Villeurbanne;250110196;jemayal@gmail.com
M.;MATAGIT;Moez;30/01/1979;16 Rue Pascal, Villeurbanne;645490503;mmatagit9413@hotmail.com
Mme;BENNIT;Liliana;05/04/1983;20 Rue du Roulet, Villeurbanne;483098974;lbennit9568@outlook.com
M.;ZOAURAR;Adrian Alejandro;03/06/1984;4 Rue Louis Adam, Villeurbanne;531638893;azoaurar@outlook.com
M.;DUPORTOL;Radu;24/02/1984;4 Rue Monge, Villeurbanne;930748119;radu.duportol@yahoo.com
M.;IL MENSOURA;Yoann;30/07/1996;3 Rue Mansard, Villeurbanne;389667066;yilmensoura2193@hotmail.com
M.;PIREVERTAYLE;Fernando;08/11/1971;3 Rue Roger Lenoir, Villeurbanne;583765002;fernando.pirevertayle@gmail.com
M.;HSASSON;Banu;27/04/1985;12 Rue du Boulevard, Villeurbanne;802960190;banu.hsasson@yahoo.com
M.;FRESSERD;St?phane;29/07/1995;5 Rue des Brosses, Villeurbanne;740521535;stephane.fresserd@yahoo.com
M.;LAGUOLLE;Othmane;22/04/1990;4 Rue Roger Lenoir, Villeurbanne;570561829;othmane.laguolle@gmail.com
M.;RAINORI;Beno?t;06/01/1996;16 Rue Jean Ottavi, Villeurbanne;726029748;brainori4694@laposte.net
M.;AL FATHA;Antonio;14/02/1979;3 Rue Francis de Pressense, Villeurbanne;585006841;antonio.al-fatha@hotmail.com
M.;MOUZELA;Benjamin;19/01/1989;6 Rue Leo Lagrange, Villeurbanne;866688688;benjamin.mouzela@hotmail.com
M.;CLOMENT;Charlie;07/06/1987;8 Place de Croix Luizet, Villeurbanne;686619136;charlie.cloment@free.fr
M.;MAUHSANA;Maxime;17/05/1985;12 Rue du Tonkin, Villeurbanne;226839865;mmauhsana2154@outlook.com
M.;DUREF;Sylvain;26/07/1976;12 Impasse des Lilas, Villeurbanne;585537460;sduref@laposte.net
M.;GOTTIRO;Vitor Paulo;13/03/1992;20 Rue de Venise, Villeurbanne;747187125;vitor-paulo.gottiro@laposte.net
M.;VORRON;Vincent;26/03/1989;3 Rue Baudin, Villeurbanne;742734911;vincent.vorron@laposte.net
M.;DUCHIR;Anas;18/11/1978;3 Rue Sylvestre, Villeurbanne;217978846;anas.duchir@free.fr
M.;THARIND;Fr?d?ric;01/12/1991;13 Rue d'Alsace, Villeurbanne;385086039;ftharind9839@outlook.com
M.;PEREORI-REIS;Alexandre;18/12/1990;10 Rue Jean Pierre Bredy, Villeurbanne;537439342;alexandre.pereori-reis@free.fr
M.;RABESCHE;Nicolas;20/07/1986;15 Rue Louis Malle, Villeurbanne;355448779;nrabesche@outlook.com
M.;LE RAY;Nicolas;20/11/1982;2 Rue Andree Brevet, Villeurbanne;556745873;nicolas.le-ray@free.fr
M.;RECHERD;Camille;28/04/1980;9 Rue Burais, Villeurbanne;688768595;crecherd@gmail.com
M.;THALOT;Libin;22/07/1985;10 Petite Rue de la Rize, Villeurbanne;663518853;libin.thalot@free.fr
M.;GISCHE;Vincent;25/03/1988;12 Rue des Fleurs, Villeurbanne;819372585;vgische@laposte.net
Mme;GAVREY;Myriam;03/05/1987;3 Rue Andree Brevet, Villeurbanne;661758831;mgavrey1840@laposte.net
M.;GUARIN;Jean-Marie;29/09/1984;19 Impasse Brive, Villeurbanne;625518856;jguarin8959@free.fr
M.;BERTHAER;Rafael;11/01/1994;1 Place des Passementiers, Villeurbanne;728322861;rberthaer2095@gmail.com
M.;FEUGARIY;Brice;17/01/1993;2 Rue Francis Chirat, Villeurbanne;360178075;brice.feugariy@hotmail.com
M.;JON;Julien;26/03/1995;12 Rue Son Tay, Villeurbanne;285669730;jjon3041@laposte.net
Mme;IL FATHO;An?va;21/02/1979;6 Impasse des Glycines, Villeurbanne;286066103;ailfatho2061@outlook.com
M.;FARNENDEZ FERNANDEZ;Yoram;15/05/1988;5 Rue Louis Maynard, Villeurbanne;584603990;yoram.farnendez-fernandez@gmail.com
M.;PISCA;Yibin;17/01/1995;1 Rue des Charmettes, Villeurbanne;310206374;yibin.pisca@yahoo.com
M.;GISSMANN;Cyril;23/12/1986;3 Rue Yvonne, Villeurbanne;330759516;cyril.gissmann@laposte.net
Mme;RAOSS;Dounia;25/06/1990;7 All?e Marcel Doret, Villeurbanne;311501996;draoss@outlook.com
M.;LO;R?my;13/09/1983;1 Rue Ch?teaubriand, Villeurbanne;657032250;remy.lo@outlook.com
Mme;RABESCHE;Claire;08/05/1992;4 Rue Camille Koechlin, Villeurbanne;806368526;crabesche@laposte.net
M.;KNOUER;St?phane;11/04/1980;8 All?e du Couchant, Villeurbanne;928969191;stephane.knouer@hotmail.com
M.;DICONINCK;Nicolas;21/08/1979;9 ?Petite Rue de la Poudrette, Villeurbanne;751391384;nicolas.diconinck@laposte.net
M.;SCHIRTENLEEB;S?bastien;09/03/1994;2 Rue Raspail, Villeurbanne;767095190;sebastien.schirtenleeb@laposte.net
M.;DENG;Christophe;21/05/1988;3 Rue de la Solidarite, Villeurbanne;771980857;christophe.deng@hotmail.com
M.;GUILLAU;Jean-Brice;20/03/1990;7 Rue Louis Teillon, Villeurbanne;355628569;jguillau@gmail.com
M.;VOYRET;Victor;31/10/1985;2 Rue Jules Siegfried, Villeurbanne;369384026;victor.voyret@outlook.com
M.;GORNY;C?dric;10/06/1990;1 Rue Montgolfier, Villeurbanne;107488197;cgorny9575@gmail.com
M.;SILZGIBER;Raphael;21/11/1973;11 Rue de la Soie, Villeurbanne;601848765;raphael.silzgiber@hotmail.com
M.;ILBART;Tobias;04/05/1971;18 Rue de la Marne, Villeurbanne;982635020;tilbart9142@yahoo.com
M.;VIUXEUR;S?bastien;08/09/1983;3 Rue du Roulet, Villeurbanne;756530923;sviuxeur9319@gmail.com
M.;BONNES;Jetmir;08/04/1972;13 Avenue de Bel Air, Villeurbanne;301669316;jetmir.bonnes@gmail.com
M.;PAOI;Othmane;14/10/1997;20 Rue Bergonier, Villeurbanne;549477261;opaoi@laposte.net
M.;GUYORD;Paulo;09/01/1984;14 Rue Jules Siegfried, Villeurbanne;773271673;pguyord5987@hotmail.com
Mme;MILREC;Charlotte;23/07/1970;4 Rue L?on Blum, Villeurbanne;704616866;cmilrec9009@yahoo.com
M.;IRNAUD;Nicolas;25/08/1995;3 Rue Richelieu, Villeurbanne;301074955;nirnaud874@hotmail.com
M.;CHIUMOTTE;Romain;21/07/1997;10 Rue Richelieu, Villeurbanne;163842232;romain.chiumotte@hotmail.com
